6.53212e-05,5,1.22e+08
6.72274e-05,5,1.27e+08
6.72274e-05,5,1.3e+08
6.72274e-05,5,1.4e+08
6.91912e-05,5,1.53e+08
6.91912e-05,5,1.55e+08
5.2114e-05,5,1.71e+08
5.11498e-05,5,1.73e+08
5.08799e-05,5,1.74e+08
3.24459e-05,5,1.82e+08
1.80095e-06,5,1.92e+08
-1.90369e-06,5,1.93e+08
-7.48477e-05,5,2.12e+08
-7.80644e-05,5,2.13e+08
-0.000112796,5,2.26e+08
-0.00011497,5,2.27e+08
-0.00011708,5,2.28e+08
-0.000119127,5,2.29e+08
-0.000134971,5,2.38e+08
-0.000148013,5,2.48e+08
-0.000149097,5,2.49e+08
-0.000160887,5,2.63e+08
-0.00016587,5,2.72e+08
-0.000166326,5,2.73e+08
-0.000169072,5,2.8e+08
-0.000169414,5,2.81e+08
-0.000172263,5,2.91e+08
-0.000172511,5,2.92e+08
-0.000175663,5,3.09e+08
-0.00017594,5,3.11e+08
-0.000176075,5,3.12e+08
-0.000178664,5,3.31e+08
-0.000178768,5,3.32e+08
-0.000180065,5,3.5e+08
-0.000180112,5,3.51e+08
-0.000179555,5,3.69e+08
-0.000179545,5,3.7e+08
-0.00018082,5,3.89e+08
-0.000180924,5,3.9e+08
-0.00018181,5,4.08e+08
-0.000181791,5,4.09e+08
-0.000181198,5,4.19e+08
-0.000180001,5,4.27e+08
-0.00017979,5,4.28e+08
-0.000177804,5,4.36e+08
-0.000175406,5,4.46e+08
-0.000175184,5,4.47e+08
-0.000173253,5,4.56e+08
-0.000171341,5,4.65e+08
-0.000171131,5,4.66e+08
-0.000170088,5,4.71e+08
-0.000167879,5,4.84e+08
-0.000167756,5,4.85e+08
-0.000165819,5,5.04e+08
-0.000165761,5,5.05e+08
-0.000166319,5,5.16e+08
-0.00016824,5,5.24e+08
-0.000168533,5,5.25e+08
-0.000175054,5,5.39e+08
-0.00017836,5,5.43e+08
-0.000179303,5,5.44e+08
-0.000214968,5,5.71e+08
-0.000216402,5,5.72e+08
-0.000239683,5,5.9e+08
-0.000240873,5,5.91e+08
-0.000244473,5,5.94e+08
-0.000261435,5,6.09e+08
-0.00026248,5,6.1e+08
-0.000269554,5,6.19e+08
-0.000270392,5,6.28e+08
-0.000269872,5,6.29e+08
-0.000260033,5,6.39e+08
-0.000247033,5,6.47e+08
-0.000245185,5,6.48e+08
-0.000220181,5,6.61e+08
-0.00020886,5,6.68e+08
-0.000207436,5,6.69e+08
-0.000198306,5,6.77e+08
-0.00019257,5,6.87e+08
-0.000192231,5,6.88e+08
-0.000182159,5,7.06e+08
-0.000181323,5,7.07e+08
-0.000168687,5,7.2e+08
-0.000162949,5,7.25e+08
-0.000161655,5,7.26e+08
-0.000149432,5,7.34e+08
-0.000127057,5,7.47e+08
-0.000125335,5,7.48e+08
-0.000114059,5,7.55e+08
-9.90307e-05,5,7.66e+08
-9.79037e-05,5,7.67e+08
-8.19452e-05,5,7.87e+08
-8.14419e-05,5,7.88e+08
-7.77922e-05,5,7.99e+08
-7.754e-05,5,8.07e+08
-7.76577e-05,5,8.08e+08
-8.57323e-05,5,8.26e+08
-8.6467e-05,5,8.27e+08
-9.61412e-05,5,8.45e+08
-9.62337e-05,5,8.46e+08
-9.4488e-05,5,8.55e+08
-8.7058e-05,5,8.64e+08
-8.60193e-05,5,8.65e+08
-6.28815e-05,5,8.83e+08
-6.15534e-05,5,8.84e+08
-4.16413e-05,5,9.02e+08
-4.0692e-05,5,9.03e+08
-2.61397e-05,5,9.21e+08
-2.55074e-05,5,9.22e+08
-2.49106e-05,5,9.23e+08
-2.01031e-05,5,9.41e+08
-2.01739e-05,5,9.42e+08
-2.02869e-05,5,9.43e+08
-2.21231e-05,5,9.49e+08
-3.15972e-05,5,9.61e+08
-3.2592e-05,5,9.62e+08
-4.52617e-05,5,9.74e+08
-5.14153e-05,5,9.8e+08
-5.24324e-05,5,9.81e+08
-6.12699e-05,5,9.92e+08
-6.44688e-05,6,0
-6.45823e-05,6,1e+06
-6.05347e-05,6,2e+07
-6.0175e-05,6,2.1e+07
-5.08085e-05,6,4.1e+07
-5.02548e-05,6,4.2e+07
-4.35472e-05,6,6e+07
-4.34106e-05,6,6.1e+07
-4.32244e-05,6,6.9e+07
-4.82945e-05,6,7.9e+07
-4.92308e-05,6,8e+07
-6.54963e-05,6,9.2e+07
-7.83753e-05,6,9.9e+07
-8.05001e-05,6,1e+08
-0.000141449,6,1.19e+08
-0.000145667,6,1.2e+08
-0.000191717,6,1.3e+08
-0.00022843,6,1.38e+08
-0.000237465,6,1.4e+08
-0.000271543,6,1.48e+08
-0.000310239,6,1.59e+08
