0.00115839,0.000692039,5,1.22e+08
0.000975071,-0.000574796,5,1.27e+08
-0.00189001,0.000697691,5,1.3e+08
0.0189866,-0.000572135,5,1.4e+08
-0.0419587,0.000647105,5,1.53e+08
0.0759745,-0.00060709,5,1.55e+08
0.0896927,-0.000424003,5,1.71e+08
-0.0814904,0.000708534,5,1.73e+08
-0.150029,0.000705575,5,1.74e+08
-0.105874,0.0021466,5,1.82e+08
-0.145349,0.00435517,5,1.92e+08
-0.199594,0.00424324,5,1.93e+08
0.00509245,0.00508618,5,2.12e+08
0.00351517,0.00495019,5,2.13e+08
-0.00676305,0.00351532,5,2.26e+08
0.027591,0.00356141,5,2.27e+08
-0.00339435,0.0035395,5,2.28e+08
0.00175702,0.00356227,5,2.29e+08
0.0453312,0.00350845,5,2.38e+08
-0.0344611,0.0033233,5,2.48e+08
0.00549053,0.0034145,5,2.49e+08
-0.0278414,0.00339083,5,2.63e+08
-0.0732492,0.00332987,5,2.72e+08
-0.0171942,0.00346333,5,2.73e+08
-0.143044,0.0031822,5,2.8e+08
-0.157304,0.00314039,5,2.81e+08
-0.240035,0.00224309,5,2.91e+08
-0.254413,0.00210318,5,2.92e+08
-0.151652,0.000972493,5,3.09e+08
-0.0904994,0.00100571,5,3.11e+08
-0.117163,0.000925686,5,3.12e+08
-0.04085,0.000393436,5,3.31e+08
-0.000220413,0.000489828,5,3.32e+08
-0.0385535,0.00189215,5,3.5e+08
0.0295386,0.00213661,5,3.51e+08
-0.172564,0.00516765,5,3.69e+08
-0.214323,0.00527958,5,3.7e+08
-0.0827325,0.00563578,5,3.89e+08
-0.0695461,0.00570447,5,3.9e+08
0.0440937,0.00712474,5,4.08e+08
0.0355965,0.00734658,5,4.09e+08
0.0782875,0.00925706,5,4.19e+08
0.180225,0.0115507,5,4.27e+08
0.224402,0.0120842,5,4.28e+08
0.0419785,0.0146562,5,4.36e+08
-0.0772657,0.0170454,5,4.46e+08
-0.0537478,0.017454,5,4.47e+08
-0.0556814,0.0183311,5,4.56e+08
-0.0574282,0.0181853,5,4.65e+08
-0.059847,0.0183442,5,4.66e+08
-0.024507,0.0182263,5,4.71e+08
0.0601181,0.0179987,5,4.84e+08
0.0153977,0.0181191,5,4.85e+08
0.144896,0.0168188,5,5.04e+08
0.187168,0.0170081,5,5.05e+08
0.241356,0.0174573,5,5.16e+08
0.0845946,0.0181278,5,5.24e+08
